"","Code","Texte","Regroupement"
"7404","QEFA004","Tumorectomie du sein","ADC"
"7405","QEFA001","Tumorectomie du sein avec curage lymphonodal axillaire","ADC"
"7406","QEFA017","Mastectomie partielle","ADC"
"7407","QEFA008","Mastectomie partielle avec curage lymphonodal axillaire","ADC"
"7408","QEFA016","Exérèse de conduit lactifère [Exérèse de canal galactophore] [Pyramidectomie mammaire]","ADC"
"7409","QEFA007","Mastectomie souscutanée avec exérèse de la plaque aréolomamelonnaire","ADC"
"7410","QEFA006","Exérèse de tissu mammaire ectopique ou de glande mammaire aberrante [sein surnuméraire]","ADC"
"7411","QEFA011","Exérèse unilatérale de gynécomastie","ADC"
"7412","QEFA002","Exérèse bilatérale de gynécomastie","ADC"
"7413","QEFA019","Mastectomie totale","ADC"
"7414","QEFA020","Mastectomie totale avec conservation des pectoraux et curage lymphonodal axillaire","ADC"
"7415","QEFA005","Mastectomie totale avec exérèse des pectoraux et curage lymphonodal axillaire","ADC"
"7416","QEFA010","Mastectomie totale avec curages lymphonodaux axillaire et supraclaviculaire","ADC"
"7417","QEFA003","Mastectomie totale avec curages lymphonodaux axillaire et parasternal [mammaire interne]","ADC"
"7418","QEFA012","Mastectomie totale élargie en surface, avec autogreffe cutanée","ADC"
"7419","QEFA013","Mastectomie totale élargie en surface, avec lambeau pédiculé de muscle grand dorsal ou lambeau parascapulaire","ADC"
"7420","QEFA015","Mastectomie totale élargie en surface, avec lambeau libre musculocutané","ADC"
"7421","QEMA012","Mastoplastie unilatérale de réduction","ADC"
"7422","QEMA005","Mastoplastie unilatérale de réduction, avec reconstruction de la plaque aréolomamelonnaire par lambeau local et autogreffe cutanée","ADC"
"7423","QEMA013","Mastoplastie bilatérale de réduction","ADC"
"7424","QEMA003","Mastoplastie unilatérale d'augmentation, avec pose d'implant prothétique","ADC"
"7425","QEMA004","Mastoplastie bilatérale d'augmentation, avec pose d'implant prothétique","ADC"
"7426","QEDA002","Mastopexie unilatérale, sans pose d'implant prothétique","ADC"
"7427","QEDA001","Mastopexie unilatérale, avec pose d'implant prothétique","ADC"
"7428","QEDA004","Mastopexie bilatérale, sans pose d'implant prothétique","ADC"
"7429","QEDA003","Mastopexie bilatérale, avec pose d'implant prothétique","ADC"
"7430","QEEB317","Autogreffe de tissu adipeux de moins de 200 cm³ au niveau du sein","ADC"
"7431","QEEB152","Autogreffe de tissus adipeux de 200 cm³ et plus au niveau du sein","ADC"
"7432","QEMA006","Reconstruction du sein par pose d'implant prothétique","ADC"
"7433","QEMA020","Reconstruction du sein par lambeau cutanéograisseux libre à pédicule perforant de l'abdomen [lambeau DIEP [deep inferior epigastric perforator]] avec anastomoses vasculaires",NA
"7434","QEMA001","Reconstruction du sein par lambeau unipédiculé de muscle droit de l'abdomen","ADC"
"7435","QEMA014","Reconstruction du sein par lambeau bipédiculé de muscle droit de l'abdomen","ADC"
"7436","QEMA002","Reconstruction du sein par lambeau musculocutané libre de muscle droit de l'abdomen, avec anastomoses vasculaires","ADC"
"7437","QEMA008","Reconstruction du sein par lambeau musculocutané pédiculé autre que du muscle droit de l'abdomen","ADC"
"7438","QEMA011","Reconstruction du sein par dédoublement du sein restant","ADC"
"7439","QEGA001","Ablation unilatérale d'implant prothétique mammaire, sans capsulectomie","ADC"
"7440","QEGA003","Ablation unilatérale d'implant prothétique mammaire, avec capsulectomie","ADC"
"7441","QEGA002","Ablation bilatérale d'implant prothétique mammaire, sans capsulectomie","ADC"
"7442","QEGA004","Ablation bilatérale d'implant prothétique mammaire, avec capsulectomie","ADC"
"7443","QEKA002","Changement d'implant prothétique mammaire, sans capsulectomie","ADC"
"7444","QEKA001","Changement d'implant prothétique mammaire, avec capsulectomie","ADC"
"7445","QEPA001","Capsulotomie mammaire avec changement de loge de l'implant prothétique","ADC"
"7446","QEBA001","Réduction de volume du mamelon","ADC"
"7447","QEFA009","Exérèse du mamelon","ADC"
"7448","QEFA014","Exérèse de mamelon surnuméraire","ADC"
"7449","QEEA002","Désinvagination unilatérale du mamelon ombiliqué","ADC"
"7450","QEEA003","Désinvagination bilatérale du mamelon ombiliqué","ADC"
"7451","QEEA001","Transposition du mamelon","ADC"
"7452","QEFA018","Exérèse de la plaque aréolomamelonnaire","ADC"
"7453","QEMA007","Plastie d'augmentation ou de réduction de la plaque aréolomamelonnaire","ADC"
"7454","QEMB001","Séance de réfection de l'aspect de la plaque aréolomamelonnaire par dermopigmentation","ATM"
"7455","QEMA009","Reconstruction de la plaque aréolomamelonnaire par autogreffe de mamelon, avec dermopigmentation","ADC"
"7456","QEMA010","Reconstruction de la plaque aréolomamelonnaire par autogreffe de mamelon ou lambeau local, et autogreffe cutanée","ADC"
"7457","ZZQM004","Échographie transcutanée, au lit du malade","ADE"
"7458","ZZQM001","Échographie-doppler transcutanée, au lit du malade","ADE"
"7459","ZZQH002","Radiographie d'une fistule [Fistulographie]","ADI"
"7460","ZZQK002","Radiographie au lit du malade, selon 1 ou 2 incidences","ADI"
"7461","ZZQK001","Radiographie au lit du malade, selon 3 incidences ou plus","ADI"
"7462","ZZQH001","Scanographie d'une fistule","ADI"
"7463","ZZQK024","Scanographie de 3 territoires anatomiques ou plus, sans injection de produit de contraste","ADI"
"7464","ZZQH033","Scanographie de 3 territoires anatomiques ou plus, avec injection de produit de contraste","ADI"
"7465","ZZQN001","Remnographie [IRM] comportant 6 séquences ou plus","ADI"
"7466","ZZQL016","Tomoscintigraphie du corps entier par émission de positons, avec tépographe [caméra TEP] dédié","ADI"
"7467","ZZQL004","Scintigraphie du corps entier après une scintigraphie segmentaire, sans réinjection de produit radio-isotopique","ADI"
"7468","ZZQL013","Détection radio-isotopique préopératoire de lésion par injection transcutanée intratumorale ou péritumorale, avec détection radio-isotopique peropératoire","ADI"
"7469","ZZQL005","Recherche scintigraphique de tumeur par émetteur monophotonique non spécifique des tumeurs","ADI"
"7470","ZZQL012","Recherche scintigraphique de tumeur par émetteur monophotonique spécifique des tumeurs","ADI"
"7471","ZZQL014","Recherche scintigraphique de tumeur par émetteur monophotonique spécifique des tumeurs, avec scintigraphie du corps entier","ADI"
"7472","ZZQL002","Recherche scintigraphique de tumeur par émetteur monophotonique spécifique des tumeurs, avec tomoscintigraphie complémentaire, scintigraphie du corps entier complémentaire d'une image segmentaire et scintigraphie du corps entier à 72 heures","ADI"
"7473","ZZQL020","Scintigraphie et/ou tomoscintigraphie de contrôle avec quantification, après administration d'agent pharmacologique radio-isotopique à visée thérapeutique","ADI"
"7474","ZZHB001","Ponction ou cytoponction de lésion superficielle, par voie transcutanée sans guidage","ATM"
"7475","ZZHJ007","Ponction ou cytoponction d'un organe superficiel sur une cible, par voie transcutanée avec guidage échographique","ATM"
"7476","ZZHJ016","Ponction ou cytoponction d'organe superficiel sur plusieurs cibles, par voie transcutanée avec guidage échographique","ATM"
"7477","ZZHJ006","Ponction ou cytoponction d'un organe profond sur une cible, par voie transcutanée avec guidage échographique","ATM"
"7478","ZZHH004","Ponction ou cytoponction d'un organe profond sur une cible, par voie transcutanée avec guidage radiologique","ATM"
"7479","ZZHH006","Ponction ou cytoponction d'un organe profond sur une cible, par voie transcutanée avec guidage scanographique","ATM"
"7480","ZZHJ002","Ponction ou cytoponction d'un organe profond sur une cible, par voie transcutanée avec guidage remnographique [IRM]","ATM"
"7481","ZZHJ003","Ponction ou cytoponction d'un organe profond sur une cible, par voie intracavitaire avec guidage échographique","ATM"
"7482","ZZHJ021","Ponction ou cytoponction d'organe profond sur plusieurs cibles, par voie transcutanée avec guidage échographique","ATM"
"7483","ZZHH011","Ponction ou cytoponction d'organe profond sur plusieurs cibles, par voie transcutanée avec guidage radiologique","ATM"
"7484","ZZHH009","Ponction ou cytoponction d'organe profond sur plusieurs cibles, par voie transcutanée avec guidage scanographique","ATM"
"7485","ZZHJ018","Ponction ou cytoponction d'organe profond sur plusieurs cibles, par voie transcutanée avec guidage remnographique [IRM]","ATM"
"7486","ZZHJ020","Ponction ou cytoponction d'organe profond sur plusieurs cibles, par voie intracavitaire avec guidage échographique","ATM"
"7487","ZZHB002","Biopsie de lésion superficielle, par voie transcutanée sans guidage","ATM"
"7488","ZZHJ001","Biopsie d'un organe superficiel sur une cible, par voie transcutanée avec guidage échographique","ATM"
"7489","ZZHJ022","Biopsie d'organe superficiel sur plusieurs cibles, par voie transcutanée avec guidage échographique","ATM"
"7490","ZZHJ013","Biopsie d'un organe profond sur une cible, par voie transcutanée avec guidage échographique","ATM"
"7491","ZZHH001","Biopsie d'un organe profond sur une cible, par voie transcutanée avec guidage radiologique","ATM"
"7492","ZZHH008","Biopsie d'un organe profond sur une cible, par voie transcutanée avec guidage scanographique","ATM"
"7493","ZZHJ009","Biopsie d'un organe profond sur une cible, par voie transcutanée avec guidage remnographique [IRM]","ATM"
"7494","ZZHJ019","Biopsie d'organe profond sur plusieurs cibles, par voie transcutanée avec guidage échographique","ATM"
"7495","ZZHH012","Biopsie d'organe profond sur plusieurs cibles, par voie transcutanée avec guidage radiologique","ATM"
"7496","ZZHH010","Biopsie d'organe profond sur plusieurs cibles, par voie transcutanée avec guidage scanographique","ATM"
"7497","ZZHJ017","Biopsie d'organe profond sur plusieurs cibles, par voie transcutanée avec guidage remnographique [IRM]","ATM"
"7498","ZZHJ010","Biopsie d'un organe profond, par voie intracavitaire avec guidage échographique","ATM"
"7499","ZZQX128","Examen cytopathologique de l'étalement d'un prélèvement ou de plusieurs prélèvements non différenciés de liquide de structure anatomique","ATM"
"7500","ZZQX103","Examen cytopathologique de l'étalement de 2 prélèvements différenciés de liquide de structure anatomique","ATM"
"7501","ZZQX110","Examen cytopathologique de l'étalement de 3 prélèvements différenciés de liquide de structure anatomique","ATM"
"7502","ZZQX117","Examen cytopathologique de l'étalement de 4 prélèvements différenciés ou plus de liquide de structure anatomique","ATM"
"7503","ZZQX151","Examen cytopathologique de l'étalement d'un prélèvement ou de plusieurs prélèvements non différenciés de produit de ponction de structure anatomique","ATM"
"7504","ZZQX139","Examen cytopathologique de l'étalement de 2 prélèvements différenciés de produit de ponction de structure anatomique","ATM"
"7505","ZZQX141","Examen cytopathologique de l'étalement de 3 prélèvements différenciés de produit de ponction de structure anatomique","ATM"
"7506","ZZQX133","Examen cytopathologique de l'étalement de 4 prélèvements différenciés ou plus de produit de ponction de structure anatomique","ATM"
"7507","ZZQX116","Examen cytopathologique de culot cellulaire d'un prélèvement ou de plusieurs prélèvements non différenciés de liquide et/ou de produit de ponction de structure anatomique, avec inclusion en paraffine","ATM"
"7508","ZZQX023","Examen cytopathologique de culot cellulaire de 2 prélèvements différenciés de liquide et/ou de produit de ponction de structure anatomique, avec inclusion en paraffine","ATM"
"7509","ZZQX098","Examen cytopathologique de culot cellulaire de 3 prélèvements différenciés de liquide et/ou de produit de ponction de structure anatomique, avec inclusion en paraffine","ATM"
"7510","ZZQX054","Examen cytopathologique de culot cellulaire de 4 prélèvements différenciés de liquide et/ou de produit de ponction de structure anatomique, avec inclusion en paraffine","ATM"
"7511","ZZQX153","Examen cytopathologique en phase liquide [technique monocouche] d'un prélèvement ou de prélèvements non différenciés de liquide, de structure anatomique","ATM"
"7512","ZZQX145","Examen cytopathologique en phase liquide [technique monocouche] de 2 prélèvements différenciés de liquide, de structure anatomique","ATM"
"7513","ZZQX147","Examen cytopathologique en phase liquide [technique monocouche] de 3 prélèvements différenciés de liquide, de structure anatomique","ATM"
"7514","ZZQX155","Examen cytopathologique en phase liquide [technique monocouche] de 4 prélèvements différenciés ou plus de liquide, de structure anatomique","ATM"
"7515","ZZQX170","Examen cytopathologique en phase liquide [technique monocouche] d'un prélèvement ou de plusieurs prélèvements non différenciés de produit de ponction de structure anatomique","ATM"
"7516","ZZQX172","Examen cytopathologique en phase liquide [technique monocouche] de 2 prélèvements différenciés de produit de ponction de structure anatomique","ATM"
"7517","ZZQX158","Examen cytopathologique en phase liquide [technique monocouche] de 3 prélèvements différenciés de produit de ponction de structure anatomique","ATM"
"7518","ZZQX174","Examen cytopathologique en phase liquide [technique monocouche] de 4 prélèvements différenciés ou plus de produit de ponction de structure anatomique","ATM"
"7519","ZZQX162","Examen histopathologique de biopsie d'une structure anatomique","ATM"
"7520","ZZQX163","Examen histopathologique de biopsie de 2 structures anatomiques","ATM"
"7521","ZZQX132","Examen histopathologique de biopsie de 3 structures anatomiques","ATM"
"7522","ZZQX197","Examen histopathologique de biopsie de 4 structures anatomiques","ATM"
"7523","ZZQX035","Examen histopathologique de biopsie de 5 structures anatomiques ou plus","ATM"
"7524","ZZQX077","Examen histopathologique de biopsies étagées d'une structure anatomique","ATM"
"7525","ZZQX200","Examen histopathologique de biopsies étagées de 2 structures anatomiques","ATM"
"7526","ZZQX068","Examen histopathologique de biopsies étagées de 3 structures anatomiques","ATM"
"7527","ZZQX047","Examen histopathologique de biopsies étagées de 4 structures anatomiques ou plus","ATM"
"7528","ZZQX217","Examen histopathologique de biopsies d'une structure anatomique avec cartographie","ATM"
"7529","ZZQX012","Examen histopathologique de biopsies de plusieurs structures anatomiques avec cartographie de chaque structure anatomique","ATM"
